id,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match,flag
2050,0,19.0,7.0,2.0,s11,s21,e12,e23,o13,8.07,3,-2.8634842051678766,0,tr
2050,1,12.0,12.0,2.75,s11,s21,e12,e23,o13,8.07,3,-2.0553409658700317,1,tr
2051,0,24.0,8.0,2.0,s11,s23,e13,e22,o13,12.97,2,-4.372117333369015,1,tr
2051,1,20.0,13.0,3.5,s11,s23,e13,e22,o13,12.97,2,-5.174784506205678,0,tr
2052,0,14.0,5.0,1.5,s12,s21,e11,e22,o13,5.91,1,-2.657851422194604,0,tr
2052,1,9.0,10.0,2.75,s12,s21,e11,e22,o13,5.91,1,-0.6947708733446414,1,tr
2053,0,44.0,5.0,1.5,s11,s22,e12,e21,o12,19.66,2,-5.936167973886087,1,ts
2053,1,32.0,14.0,4.25,s11,s22,e12,e21,o12,19.66,2,-5.9492506127245015,0,ts
2054,0,7.0,4.0,1.5,s11,s23,e12,e21,o14,3.62,2,-1.9274163640607451,1,tr
2054,1,6.0,16.0,2.0,s11,s23,e12,e21,o14,3.62,2,-3.8548835594264985,0,tr
2055,0,8.0,5.0,1.5,s11,s21,e12,e21,o12,6.14,3,-1.476536480521893,1,tr
2055,1,10.0,15.0,2.75,s11,s21,e12,e21,o12,6.14,3,-2.6038502868171385,0,tr
2056,0,9.0,7.0,1.5,s12,s21,e11,e22,o12,4.58,1,-2.038380322047592,0,tr
2056,1,7.0,15.0,2.0,s12,s21,e11,e22,o12,4.58,1,-1.3703859285208932,1,tr
2057,0,20.0,6.0,1.5,s11,s23,e11,e22,o13,9.79,2,-3.5242081249132466,1,tr
2057,1,15.0,16.0,2.75,s11,s23,e11,e22,o13,9.79,2,-3.7436811886322174,0,tr
2058,0,9.0,6.0,1.5,s12,s22,e11,e21,o13,2.93,1,-1.8857743065766681,0,tr
2058,1,5.0,11.0,2.0,s12,s22,e11,e21,o13,2.93,1,-0.3823072483900675,1,tr
2059,0,14.0,6.0,1.5,s11,s21,e13,e22,o13,11.02,3,-2.3455142853778246,1,ts
2059,1,17.0,13.0,3.5,s11,s21,e13,e22,o13,11.02,3,-3.4238484985457496,0,ts
2060,0,10.0,4.0,2.0,s11,s21,e11,e22,o13,4.42,3,-1.5276852394763258,0,tr
2060,1,7.0,14.0,2.0,s11,s21,e11,e22,o13,4.42,3,-1.1548506990335987,1,tr
2061,0,8.0,5.0,1.5,s11,s21,e12,e22,o12,4.44,3,-1.45214926951268,1,tr
2061,1,6.0,13.0,2.0,s11,s21,e12,e22,o12,4.44,3,-1.7182681407139142,0,tr
2062,0,7.0,7.0,2.0,s11,s21,e13,e22,o13,3.72,3,-1.9188766068283685,1,tr
2062,1,5.0,14.0,2.0,s11,s21,e13,e22,o13,3.72,3,-2.124264183134315,0,tr
2063,0,10.0,6.0,1.5,s11,s23,e12,e23,o14,5.54,2,-2.72409087284471,1,tr
2063,1,9.0,13.0,2.75,s11,s23,e12,e23,o14,5.54,2,-3.7105268155432287,0,tr
2064,0,11.0,5.0,1.5,s11,s21,e11,e23,o13,8.19,3,-1.9718732683674494,1,tr
2064,1,14.0,18.0,2.75,s11,s21,e11,e23,o13,8.19,3,-2.313380959851033,0,tr
2065,0,6.0,5.0,1.5,s12,s21,e11,e21,o14,2.54,1,-1.6270374119096112,0,tr
2065,1,4.0,14.0,2.0,s12,s21,e11,e21,o14,2.54,1,-0.7353776646857593,1,tr
2066,0,41.0,5.0,1.5,s11,s21,e11,e22,o14,15.42,3,-4.945806096956377,0,tr
2066,1,21.0,15.0,4.25,s11,s21,e11,e22,o14,15.42,3,-2.915121171806713,1,tr
2067,0,25.0,3.0,1.5,s11,s21,e11,e22,o13,9.92,3,-3.1303677163515466,0,tr
2067,1,14.0,19.0,2.75,s11,s21,e11,e22,o13,9.92,3,-2.5728669269493056,1,tr
2068,0,11.0,6.0,2.0,s11,s22,e12,e21,o12,4.83,2,-2.6268843374158677,1,ts
2068,1,7.0,14.0,2.0,s11,s22,e12,e21,o12,4.83,2,-3.330828687624056,0,ts
2069,0,5.0,6.0,1.5,s11,s21,e12,e21,o11,4.63,3,-1.363747222795273,1,tr
2069,1,7.0,15.0,2.0,s11,s21,e12,e21,o11,4.63,3,-2.1708542713780643,0,tr
2070,0,7.0,5.0,1.5,s11,s21,e11,e22,o13,2.89,3,-1.3331623446769711,0,tr
2070,1,4.0,14.0,2.0,s11,s21,e11,e22,o13,2.89,3,-0.8993335414931667,1,tr
2071,0,11.0,3.0,1.5,s11,s23,e12,e23,o14,4.8,2,-1.9331959424176233,1,tr
2071,1,7.0,13.0,2.0,s11,s23,e12,e23,o14,4.8,2,-3.6546416439223766,0,tr
2072,0,13.0,4.0,1.5,s13,s21,e13,e22,o12,4.77,3,-1.7206384697701878,1,tr
2072,1,7.0,15.0,2.0,s13,s21,e13,e22,o12,4.77,3,-2.320952869113727,0,tr
2073,0,5.0,7.0,1.5,s12,s21,e12,e22,o14,2.69,1,-1.8393973930577174,0,tr
2073,1,4.0,14.0,2.0,s12,s21,e12,e22,o14,2.69,1,-1.4519017603339004,1,tr
2074,0,10.0,5.0,1.5,s12,s21,e11,e23,o13,3.93,1,-2.2108460786181032,0,tr
2074,1,6.0,15.0,2.0,s12,s21,e11,e23,o13,3.93,1,-1.0159615339170551,1,tr
2075,0,8.0,4.0,1.5,s12,s21,e13,e22,o12,4.32,1,-1.431943472368429,1,tr
2075,1,7.0,16.0,2.0,s12,s21,e13,e22,o12,4.32,1,-2.4466284756362064,0,tr
2076,0,12.0,5.0,1.5,s11,s21,e11,e22,o13,4.64,3,-1.9713930803191015,0,tr
2076,1,6.0,15.0,2.0,s11,s21,e11,e22,o13,4.64,3,-1.0973920781301907,1,tr
2077,0,8.0,5.0,1.5,s11,s21,e12,e21,o11,3.43,3,-1.546983921019551,1,tr
2077,1,5.0,16.0,2.0,s11,s21,e12,e21,o11,3.43,3,-2.1702770568981054,0,tr
2078,0,12.0,6.0,2.0,s11,s21,e12,e21,o13,4.69,3,-2.308737089117408,0,tr
2078,1,7.0,11.0,2.0,s11,s21,e12,e21,o13,4.69,3,-1.5568321597215657,1,tr
2079,0,11.0,5.0,1.5,s11,s21,e11,e21,o12,8.18,3,-1.818343574825054,0,tr
2079,1,12.0,15.0,2.75,s11,s21,e11,e21,o12,8.18,3,-1.7975869016514523,1,tr
2080,0,46.0,4.0,2.0,s11,s21,e12,e22,o11,29.18,3,-5.415342305323851,1,ts
2080,1,44.0,15.0,5.75,s11,s21,e12,e22,o11,29.18,3,-5.961171297123775,0,ts
2081,0,12.0,6.0,2.0,s12,s21,e12,e22,o13,5.12,1,-2.4971716518921547,0,tr
2081,1,7.0,15.0,2.75,s12,s21,e12,e22,o13,5.12,1,-2.2496154228399954,1,tr
2082,0,8.0,6.0,1.5,s12,s21,e13,e23,o11,5.19,2,-2.238838217070932,1,tr
2082,1,7.0,16.0,2.75,s12,s21,e13,e23,o11,5.19,2,-4.395400665859488,0,tr
2083,0,14.0,4.0,1.5,s11,s23,e12,e22,o11,8.22,2,-2.4494833365733304,1,tr
2083,1,12.0,11.0,2.75,s11,s23,e12,e22,o11,8.22,2,-3.256412215193717,0,tr
2084,0,19.0,5.0,1.5,s11,s21,e12,e23,o12,9.39,3,-2.574161941248729,1,tr
2084,1,14.0,14.0,2.75,s11,s21,e12,e23,o12,9.39,3,-2.5854073143120444,0,tr
2085,0,12.0,5.0,1.5,s12,s21,e11,e22,o13,6.84,1,-2.579366645218391,0,tr
2085,1,11.0,14.0,2.75,s12,s21,e11,e22,o13,6.84,1,-1.415202322536655,1,tr
2086,0,5.0,5.0,2.0,s12,s21,e12,e22,o12,2.11,1,-1.2811591988131137,1,tr
2086,1,3.0,17.0,2.0,s12,s21,e12,e22,o12,2.11,1,-1.8235442999790397,0,tr
2087,0,10.0,6.0,2.0,s11,s23,e11,e21,o13,4.54,2,-2.5749924915916274,1,tr
2087,1,6.0,15.0,2.0,s11,s23,e11,e21,o13,4.54,2,-2.7966647443005574,0,tr
2088,0,9.0,4.0,1.5,s12,s21,e12,e21,o13,4.03,1,-1.9020767655136241,1,tr
2088,1,6.0,17.0,2.0,s12,s21,e12,e21,o13,4.03,1,-2.4574390469157006,0,tr
2089,0,5.0,6.0,1.5,s12,s21,e11,e22,o13,2.19,2,-2.0156457367914724,1,tr
2089,1,3.0,15.0,2.0,s12,s21,e11,e22,o13,2.19,2,-2.118266116167309,0,tr
2090,0,5.0,6.0,1.5,s12,s21,e11,e22,o11,2.21,1,-1.7434580034600162,0,tr
2090,1,3.0,16.0,2.0,s12,s21,e11,e22,o11,2.21,1,-0.9797082239101916,1,tr
2091,0,12.0,5.0,1.5,s12,s21,e11,e22,o13,6.74,1,-2.2901600359890497,0,tr
2091,1,10.0,14.0,2.75,s12,s21,e11,e22,o13,6.74,1,-1.4550048745964896,1,tr
2092,0,35.0,5.0,1.5,s12,s21,e11,e22,o13,14.36,1,-5.1944474807667556,0,ts
2092,1,24.0,15.0,3.5,s12,s21,e11,e22,o13,14.36,1,-3.3159927170359147,1,ts
2093,0,4.0,8.0,1.5,s12,s21,e11,e22,o13,2.11,1,-1.959837130345329,0,tr
2093,1,3.0,16.0,2.0,s12,s21,e11,e22,o13,2.11,1,-0.8430803041719394,1,tr
2094,0,8.0,4.0,1.5,s11,s21,e12,e23,o12,3.16,3,-1.403897903140114,1,tr
2094,1,6.0,17.0,2.0,s11,s21,e12,e23,o12,3.16,3,-2.154845173804097,0,tr
2095,0,8.0,6.0,1.5,s11,s21,e12,e21,o11,4.82,3,-1.7323490024985206,1,tr
2095,1,6.0,16.0,2.0,s11,s21,e12,e21,o11,4.82,3,-2.292636290323391,0,tr
2096,0,14.0,5.0,2.0,s12,s21,e11,e22,o14,6.93,1,-2.529049653885925,0,tr
2096,1,11.0,14.0,2.75,s12,s21,e11,e22,o14,6.93,1,-1.6048427387752318,1,tr
2097,0,12.0,6.0,1.5,s12,s21,e12,e21,o12,6.47,1,-2.753361308374286,0,tr
2097,1,11.0,15.0,2.75,s12,s21,e12,e21,o12,6.47,1,-2.4430052306598657,1,tr
2098,0,19.0,5.0,2.0,s12,s21,e11,e22,o12,8.09,1,-3.2464123781421232,0,tr
2098,1,12.0,13.0,2.75,s12,s21,e11,e22,o12,8.09,1,-1.8258632038316192,1,tr
2099,0,5.0,7.0,1.5,s11,s21,e11,e22,o12,2.43,3,-1.7640602595373278,0,ts
2099,1,4.0,15.0,2.0,s11,s21,e11,e22,o12,2.43,3,-0.9220702358868892,1,ts
2100,0,15.0,4.0,1.5,s12,s21,e11,e22,o13,7.4,1,-2.5315826526666143,0,tr
2100,1,11.0,13.0,2.75,s12,s21,e11,e22,o13,7.4,1,-1.5520709911878994,1,tr
2101,0,14.0,5.0,1.5,s12,s21,e12,e22,o13,6.78,1,-2.845438391451002,1,tr
2101,1,10.0,17.0,2.75,s12,s21,e12,e22,o13,6.78,1,-2.8581672966300675,0,tr
2102,0,6.0,4.0,1.5,s12,s21,e12,e21,o12,2.14,1,-1.3138210794984166,1,tr
2102,1,3.0,17.0,2.0,s12,s21,e12,e21,o12,2.14,1,-1.8698340212749196,0,tr
2103,0,6.0,4.0,1.5,s11,s23,e11,e21,o14,4.12,2,-1.5714883932910262,1,tr
2103,1,5.0,13.0,2.0,s11,s23,e11,e21,o14,4.12,2,-2.1283994939985753,0,tr
2104,0,20.0,4.0,1.5,s11,s21,e11,e22,o13,9.36,3,-2.7379323820213237,0,tr
2104,1,14.0,16.0,2.75,s11,s21,e11,e22,o13,9.36,3,-2.5251290749678432,1,tr
2105,0,11.0,4.0,2.0,s12,s21,e11,e21,o12,5.04,1,-2.1919975617147984,0,tr
2105,1,7.0,14.0,2.75,s12,s21,e11,e21,o12,5.04,1,-1.3852075260113081,1,tr
2106,0,16.0,4.0,2.0,s12,s21,e12,e22,o11,9.94,1,-2.6605737679936934,1,tr
2106,1,16.0,15.0,2.75,s12,s21,e12,e22,o11,9.94,1,-3.236970978601812,0,tr
2107,0,21.0,6.0,1.5,s13,s21,e12,e22,o12,10.16,3,-3.244883144341773,0,tr
2107,1,14.0,18.0,3.5,s13,s21,e12,e22,o12,10.16,3,-3.1433993784577146,1,tr
2108,0,22.0,3.0,1.5,s12,s21,e11,e22,o13,7.66,1,-3.265180607740272,0,tr
2108,1,11.0,13.0,2.75,s12,s21,e11,e22,o13,7.66,1,-1.5882150863470441,1,tr
2109,0,18.0,5.0,1.5,s11,s21,e11,e22,o14,8.45,3,-2.9339903413040567,0,ts
2109,1,15.0,20.0,2.75,s11,s21,e11,e22,o14,8.45,3,-2.547680905290961,1,ts
2110,0,9.0,6.0,1.5,s11,s21,e12,e22,o12,3.83,3,-1.9364458506837392,1,tr
2110,1,5.0,16.0,2.0,s11,s21,e12,e22,o12,3.83,3,-1.9371420030738467,0,tr
2111,0,22.0,5.0,1.5,s12,s21,e12,e22,o13,9.55,1,-3.6486230360714718,0,tr
2111,1,13.0,15.0,2.75,s12,s21,e12,e22,o13,9.55,1,-2.871288043685058,1,tr
2112,0,7.0,5.0,1.5,s11,s23,e12,e22,o12,3.53,1,-1.9543244639387263,1,tr
2112,1,5.0,17.0,2.0,s11,s23,e12,e22,o12,3.53,1,-2.4078303436186252,0,tr
2113,0,7.0,6.0,1.5,s12,s21,e12,e21,o13,3.98,1,-1.8997192658586706,0,tr
2113,1,6.0,11.0,2.0,s12,s21,e12,e21,o13,3.98,1,-1.537469681959807,1,tr
2114,0,3.0,5.0,1.5,s11,s21,e11,e21,o11,3.15,3,-1.248002407864691,0,tr
2114,1,5.0,15.0,2.0,s11,s21,e11,e21,o11,3.15,3,-0.9577242955803809,1,tr
2115,0,5.0,3.0,1.5,s12,s21,e12,e22,o13,2.41,1,-1.217963868124553,1,tr
2115,1,3.0,13.0,2.0,s12,s21,e12,e22,o13,2.41,1,-1.314708449761972,0,tr
2116,0,10.0,5.0,2.0,s12,s23,e11,e22,o12,4.5,1,-2.0126799910418436,0,tr
2116,1,7.0,19.0,2.0,s12,s23,e11,e22,o12,4.5,1,-1.9890108946238056,1,tr
2117,0,6.0,4.0,2.0,s11,s22,e11,e21,o12,4.79,2,-1.2418695182054327,1,tr
2117,1,8.0,17.0,2.0,s11,s22,e11,e21,o12,4.79,2,-3.5549716813005845,0,tr
2118,0,4.0,5.0,1.5,s11,s22,e13,e22,o11,2.02,2,-1.7091139545895409,1,tr
2118,1,3.0,14.0,2.0,s11,s22,e13,e22,o11,2.02,2,-3.565518695847921,0,tr
2119,0,11.0,4.0,1.5,s12,s23,e11,e22,o13,5.97,1,-2.1410977077776945,0,tr
2119,1,9.0,13.0,2.75,s12,s23,e11,e22,o13,5.97,1,-1.5725564281418847,1,tr
2120,0,8.0,6.0,1.5,s11,s21,e11,e23,o12,4.31,3,-1.8606887062256834,0,tr
2120,1,7.0,11.0,2.0,s11,s21,e11,e23,o12,4.31,3,-0.5594464981241088,1,tr
2121,0,8.0,3.0,1.5,s11,s21,e12,e22,o12,3.6,3,-1.2432469563398474,1,ts
2121,1,5.0,10.0,2.0,s11,s21,e12,e22,o12,3.6,3,-1.258235255688196,0,ts
2122,0,38.0,4.0,1.5,s11,s21,e11,e23,o13,22.2,3,-4.188738942596885,1,tr
2122,1,35.0,18.0,5.0,s11,s21,e11,e23,o13,22.2,3,-4.4675515901445575,0,tr
2123,0,6.0,3.0,1.5,s11,s21,e11,e23,o13,3.66,3,-0.833402224338478,1,tr
2123,1,6.0,16.0,2.0,s11,s21,e11,e23,o13,3.66,3,-1.175497896095464,0,tr
2124,0,13.0,6.0,1.5,s11,s23,e11,e21,o14,6.5,2,-2.658202570297912,1,tr
2124,1,10.0,14.0,2.75,s11,s23,e11,e21,o14,6.5,2,-3.0777588542085956,0,tr
2125,0,18.0,6.0,1.5,s11,s21,e11,e22,o12,8.97,3,-2.701317380862693,0,ts
2125,1,14.0,14.0,2.75,s11,s21,e11,e22,o12,8.97,3,-1.9211692932989632,1,ts
2126,0,6.0,5.0,2.0,s11,s21,e11,e21,o11,3.07,2,-1.8900064045136569,1,ts
2126,1,5.0,16.0,2.0,s11,s21,e11,e21,o11,3.07,2,-3.0448699144840945,0,ts
2127,0,5.0,6.0,1.5,s11,s21,e12,e21,o13,3.24,3,-1.473614825559055,1,tr
2127,1,6.0,13.0,2.0,s11,s21,e12,e21,o13,3.24,3,-1.8613075271126092,0,tr
2128,0,3.0,3.0,1.5,s13,s23,e11,e21,o14,2.03,3,-0.7929103657827737,1,tr
2128,1,3.0,18.0,2.0,s13,s23,e11,e21,o14,2.03,3,-1.2504011545301013,0,tr
2129,0,28.0,6.0,1.5,s11,s22,e11,e22,o12,13.19,2,-4.689081867790369,0,tr
2129,1,20.0,15.0,3.5,s11,s22,e11,e22,o12,13.19,2,-3.96107406329721,1,tr
2130,0,6.0,5.0,1.5,s11,s21,e11,e22,o13,2.57,3,-1.4157266559780273,0,tr
2130,1,4.0,15.0,2.0,s11,s21,e11,e22,o13,2.57,3,-1.0836835548209196,1,tr
2131,0,12.0,5.0,1.5,s11,s21,e13,e22,o13,6.49,3,-1.9162129224163726,1,ts
2131,1,9.0,16.0,2.75,s11,s21,e13,e22,o13,6.49,3,-2.805891733593605,0,ts
2132,0,4.0,6.0,1.5,s11,s21,e12,e22,o14,2.27,3,-1.306223925184063,1,ts
2132,1,3.0,15.0,2.0,s11,s21,e12,e22,o14,2.27,3,-1.6343142393030692,0,ts
2133,0,7.0,5.0,1.5,s11,s21,e11,e22,o13,4.76,3,-1.5139065151329043,1,ts
2133,1,8.0,19.0,2.0,s11,s21,e11,e22,o13,4.76,3,-1.8269264307699533,0,ts
2134,0,6.0,6.0,2.0,s11,s21,e12,e23,o12,3.57,3,-1.793666828094035,0,tr
2134,1,6.0,14.0,2.0,s11,s21,e12,e23,o12,3.57,3,-1.6286833952062185,1,tr
2135,0,10.0,4.0,2.0,s11,s21,e11,e21,o13,4.76,3,-1.6186901278040147,0,tr
2135,1,7.0,16.0,2.0,s11,s21,e11,e21,o13,4.76,3,-1.2901035982489844,1,tr
2136,0,7.0,3.0,2.0,s12,s21,e12,e21,o14,4.01,1,-1.3839870196327966,1,tr
2136,1,5.0,17.0,2.0,s12,s21,e12,e21,o14,4.01,1,-2.2353063276519127,0,tr
2137,0,20.0,5.0,1.5,s12,s21,e11,e22,o12,8.55,1,-3.2825852776931232,0,tr
2137,1,11.0,12.0,2.75,s12,s21,e11,e22,o12,8.55,1,-1.6637163540143094,1,tr
2138,0,17.0,5.0,2.0,s12,s21,e12,e23,o13,8.76,1,-2.817263787036933,0,tr
2138,1,14.0,13.0,2.75,s12,s21,e12,e23,o13,8.76,1,-2.1565015091173265,1,tr
2139,0,8.0,5.0,1.5,s13,s21,e11,e22,o12,3.36,3,-1.464399906826407,0,tr
2139,1,5.0,12.0,2.0,s13,s21,e11,e22,o12,3.36,3,-0.4085808228821899,1,tr
2140,0,4.0,5.0,1.5,s11,s21,e11,e22,o13,2.35,3,-1.0376255913817787,0,tr
2140,1,3.0,13.0,2.0,s11,s21,e11,e22,o13,2.35,3,-0.7023500994117567,1,tr
2141,0,37.0,4.0,1.5,s12,s21,e12,e21,o13,18.06,1,-5.4608722731899935,0,tr
2141,1,26.0,14.0,4.25,s12,s21,e12,e21,o13,18.06,1,-4.624685555359793,1,tr
2142,0,16.0,6.0,2.0,s12,s21,e13,e21,o12,6.0,1,-3.0899840412846222,0,tr
2142,1,8.0,15.0,2.75,s12,s21,e13,e21,o12,6.0,1,-2.6864042850268444,1,tr
2143,0,14.0,6.0,1.5,s11,s21,e11,e22,o13,6.32,3,-2.284397846326485,0,tr
2143,1,10.0,14.0,2.75,s11,s21,e11,e22,o13,6.32,3,-1.452082143261797,1,tr
2144,0,13.0,7.0,1.5,s12,s21,e13,e22,o12,7.56,1,-2.634008284137135,1,tr
2144,1,11.0,16.0,2.75,s12,s21,e13,e22,o12,7.56,1,-2.913252861331409,0,tr
2145,0,14.0,5.0,1.5,s12,s21,e13,e22,o11,8.03,1,-2.939024584167685,1,tr
2145,1,11.0,19.0,2.75,s12,s21,e13,e22,o11,8.03,1,-3.472735028428437,0,tr
2146,0,7.0,4.0,2.0,s11,s22,e12,e21,o11,5.94,2,-1.896188056865919,1,tr
2146,1,9.0,15.0,2.75,s11,s22,e12,e21,o11,5.94,2,-4.08797515712238,0,tr
2147,0,7.0,4.0,1.5,s12,s21,e12,e21,o13,4.38,1,-1.5640455661320465,1,tr
2147,1,7.0,12.0,2.0,s12,s21,e12,e21,o13,4.38,1,-1.7981743216277266,0,tr
2148,0,5.0,5.0,1.5,s12,s21,e12,e21,o12,2.16,1,-1.2562210424735973,1,tr
2148,1,3.0,15.0,2.0,s12,s21,e12,e21,o12,2.16,1,-1.6753179775195715,0,tr
2149,0,15.0,5.0,1.5,s12,s21,e12,e23,o13,6.8,1,-2.904946790053836,0,tr
2149,1,10.0,14.0,2.75,s12,s21,e12,e23,o13,6.8,1,-2.257391027364117,1,tr
2150,0,6.0,7.0,1.5,s12,s21,e12,e23,o13,3.23,1,-1.6547276444156687,1,tr
2150,1,5.0,16.0,2.0,s12,s21,e12,e23,o13,3.23,1,-1.8092920940517179,0,tr
2151,0,20.0,4.0,1.5,s12,s21,e13,e22,o12,11.95,1,-3.4760847208496055,1,tr
2151,1,19.0,16.0,3.5,s12,s21,e13,e22,o12,11.95,1,-4.217843134032148,0,tr
2152,0,6.0,4.0,1.5,s12,s21,e11,e22,o13,5.38,1,-1.5439388272285248,1,ts
2152,1,8.0,18.0,2.75,s12,s21,e11,e22,o13,5.38,1,-1.6392598711932747,0,ts
2153,0,8.0,6.0,1.5,s11,s21,e11,e22,o13,4.89,3,-1.6172633316657257,0,tr
2153,1,7.0,16.0,2.0,s11,s21,e11,e22,o13,4.89,3,-1.3749901539186478,1,tr
2154,0,5.0,4.0,2.0,s12,s21,e11,e22,o12,2.38,1,-1.1781353198304994,0,tr
2154,1,3.0,14.0,2.0,s12,s21,e11,e22,o12,2.38,1,-0.5620189599204544,1,tr
2155,0,8.0,4.0,1.5,s12,s21,e11,e22,o11,3.61,1,-1.776401242184216,0,tr
2155,1,5.0,17.0,2.0,s12,s21,e11,e22,o11,3.61,1,-1.1236876773931543,1,tr
2156,0,9.0,4.0,1.5,s11,s21,e12,e21,o12,4.82,3,-1.5488934947282886,1,ts
2156,1,7.0,18.0,2.0,s11,s21,e12,e21,o12,4.82,3,-2.5127321744576427,0,ts
2157,0,4.0,7.0,1.5,s11,s21,e11,e22,o13,2.65,1,-1.617963615615433,0,tr
2157,1,4.0,10.0,2.0,s11,s21,e11,e22,o13,2.65,1,-0.22492875646484561,1,tr
2158,0,13.0,6.0,2.0,s13,s21,e13,e22,o11,4.96,3,-2.267104315499287,0,tr
2158,1,7.0,14.0,2.0,s13,s21,e13,e22,o11,4.96,3,-2.1256625551684913,1,tr
2159,0,5.0,5.0,2.0,s12,s21,e11,e22,o12,2.3,1,-1.632991368411218,0,tr
2159,1,4.0,18.0,2.0,s12,s21,e11,e22,o12,2.3,1,-1.5939229284702718,1,tr
2160,0,19.0,6.0,1.5,s12,s21,e13,e21,o11,7.76,1,-3.173683233675123,1,tr
2160,1,12.0,19.0,2.75,s12,s21,e13,e21,o11,7.76,1,-3.813902564703352,0,tr
2161,0,4.0,4.0,1.5,s12,s21,e13,e23,o11,2.84,1,-1.297496264045055,1,ts
2161,1,5.0,16.0,2.0,s12,s21,e13,e23,o11,2.84,1,-2.315535400616647,0,ts
2162,0,5.0,3.0,1.5,s11,s22,e13,e22,o11,2.25,1,-1.2114320580866378,1,tr
2162,1,3.0,16.0,2.0,s11,s22,e13,e22,o11,2.25,1,-2.0798720865943587,0,tr
2163,0,6.0,3.0,1.5,s12,s23,e11,e21,o12,2.76,1,-1.2247784591865942,0,tr
2163,1,4.0,12.0,2.0,s12,s23,e11,e21,o12,2.76,1,-0.924300924588147,1,tr
2164,0,5.0,4.0,1.5,s11,s21,e11,e22,o14,3.18,3,-1.4168694834759683,0,ts
2164,1,5.0,14.0,2.0,s11,s21,e11,e22,o14,3.18,3,-0.6985174605468311,1,ts
2165,0,35.0,5.0,1.5,s12,s21,e13,e21,o13,20.67,1,-5.299588683908186,1,ts
2165,1,30.0,14.0,5.0,s12,s21,e13,e21,o13,20.67,1,-5.420138079307384,0,ts
2166,0,10.0,7.0,1.5,s12,s21,e13,e21,o14,5.63,1,-2.4256299071113068,1,tr
2166,1,8.0,15.0,2.75,s12,s21,e13,e21,o14,5.63,1,-2.896821844631748,0,tr
2167,0,8.0,5.0,1.5,s12,s23,e12,e21,o14,3.9,1,-2.0111498665601077,1,tr
2167,1,5.0,17.0,2.0,s12,s23,e12,e21,o14,3.9,1,-2.0171386180879134,0,tr
2168,0,5.0,4.0,1.5,s12,s21,e13,e23,o11,2.48,1,-1.6016967152662631,1,tr
2168,1,4.0,16.0,2.0,s12,s21,e13,e23,o11,2.48,1,-1.9552940493721593,0,tr
2169,0,9.0,5.0,1.5,s11,s22,e12,e21,o14,4.28,2,-2.137597712093969,1,tr
2169,1,7.0,15.0,2.0,s11,s22,e12,e21,o14,4.28,2,-3.568501355576075,0,tr
2170,0,4.0,5.0,1.5,s11,s21,e11,e22,o11,2.54,3,-1.2022157719346624,1,tr
2170,1,4.0,16.0,2.0,s11,s21,e11,e22,o11,2.54,3,-1.2406048006198678,0,tr
2171,0,23.0,6.0,1.5,s12,s21,e11,e22,o13,13.17,1,-4.015667491317073,0,tr
2171,1,19.0,14.0,3.5,s12,s21,e11,e22,o13,13.17,1,-2.76338292290697,1,tr
2172,0,26.0,3.0,1.5,s11,s21,e11,e22,o13,12.48,3,-3.0284201292187545,0,tr
2172,1,18.0,13.0,3.5,s11,s21,e11,e22,o13,12.48,3,-1.957003461512323,1,tr
2173,0,16.0,4.0,1.5,s11,s21,e11,e22,o12,9.37,3,-2.3309349369949293,0,tr
2173,1,14.0,17.0,2.75,s11,s21,e11,e22,o12,9.37,3,-2.2370529176458214,1,tr
2174,0,4.0,4.0,1.5,s12,s21,e11,e21,o13,3.08,1,-1.1602376085035329,0,tr
2174,1,4.0,17.0,2.0,s12,s21,e11,e21,o13,3.08,1,-1.0817752066730015,1,tr
2175,0,14.0,5.0,1.5,s11,s21,e12,e21,o12,8.35,3,-2.22220914198328,1,tr
2175,1,12.0,15.0,2.75,s11,s21,e12,e21,o12,8.35,3,-2.4376103997403047,0,tr
2176,0,5.0,5.0,1.5,s12,s23,e11,e21,o13,2.05,1,-1.7231455488612661,0,tr
2176,1,3.0,14.0,2.0,s12,s23,e11,e21,o13,2.05,1,-0.9492439513303917,1,tr
2177,0,16.0,3.0,1.5,s13,s21,e11,e22,o14,7.06,3,-1.9401903031277774,0,tr
2177,1,11.0,14.0,2.75,s13,s21,e11,e22,o14,7.06,3,-1.2468951118230343,1,tr
2178,0,19.0,5.0,1.5,s13,s21,e12,e22,o12,6.9,3,-2.5728142738431803,1,tr
2178,1,11.0,15.0,2.75,s13,s21,e12,e22,o12,6.9,3,-2.8091757258862655,0,tr
2179,0,15.0,4.0,1.5,s12,s23,e11,e22,o11,6.99,1,-2.3999108291828284,0,tr
2179,1,12.0,11.0,2.75,s12,s23,e11,e22,o11,6.99,1,-1.3891955707886119,1,tr
2180,0,6.0,6.0,1.5,s12,s21,e11,e22,o13,3.16,1,-1.8779031588017154,0,tr
2180,1,5.0,16.0,2.0,s12,s21,e11,e22,o13,3.16,1,-1.2119573260890302,1,tr
2181,0,12.0,4.0,2.0,s11,s22,e12,e23,o11,5.68,2,-2.2376850106245447,1,tr
2181,1,8.0,13.0,2.75,s11,s22,e12,e23,o11,5.68,2,-3.669353931938167,0,tr
2182,0,10.0,5.0,1.5,s12,s21,e11,e22,o13,4.54,1,-1.9130328332756414,0,tr
